# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.0600,-2.5700,0.2916,0.2916
-1.0500,-2.5700,0.2923,0.2923
-1.0400,-2.5800,0.2831,0.2831
-1.0300,-2.5800,0.2841,0.2841
-1.0200,-2.5800,0.2852,0.2852
-1.0100,-2.5900,0.2765,0.2765
-1.0000,-2.5900,0.2778,0.2778
-0.9900,-2.5900,0.2793,0.2793
-0.9800,-2.6000,0.2700,0.2700
-0.9700,-2.6000,0.2701,0.2701
-0.9600,-2.6000,0.2703,0.2703
-0.9500,-2.6000,0.2706,0.2706
-0.9400,-2.6000,0.2710,0.2710
-0.9300,-2.6100,0.2616,0.2616
-0.9200,-2.6100,0.2624,0.2624
-0.9100,-2.6100,0.2632,0.2632
-0.9000,-2.6100,0.2642,0.2642
-0.8900,-2.6100,0.2653,0.2653
-0.8800,-2.6100,0.2666,0.2666
-0.8700,-2.6100,0.2679,0.2679
-0.8600,-2.6200,0.2595,0.2595
-0.8500,-2.6200,0.2612,0.2612
-0.8400,-2.6200,0.2630,0.2630
-0.8300,-2.6200,0.2649,0.2649
-0.8200,-2.6200,0.2666,0.2666
-0.8100,-2.6200,0.2679,0.2679
-0.8000,-2.6200,0.2694,0.2694
-0.7900,-2.6300,0.2612,0.2612
-0.7800,-2.6300,0.2630,0.2630
-0.7700,-2.6300,0.2649,0.2649
-0.7600,-2.6300,0.2669,0.2669
-0.7500,-2.6300,0.2690,0.2690
-0.7400,-2.6300,0.2713,0.2713
-0.7300,-2.6400,0.2640,0.2640
-0.7200,-2.6400,0.2666,0.2666
-0.7100,-2.6400,0.2690,0.2690
-0.7000,-2.6400,0.2713,0.2713
-0.6900,-2.6400,0.2737,0.2737
-0.6800,-2.6500,0.2666,0.2666
-0.6700,-2.6500,0.2692,0.2692
-0.6600,-2.6500,0.2720,0.2720
-0.6500,-2.6500,0.2749,0.2749
-0.6400,-2.6500,0.2779,0.2779
-0.6300,-2.6500,0.2811,0.2811
-0.6200,-2.6500,0.2843,0.2843
-0.6100,-2.6500,0.2877,0.2877
-0.6000,-2.6500,0.2900,0.2900
-0.5900,-2.6500,0.2900,0.2900
-0.5800,-2.6500,0.2900,0.2900
-0.5700,-2.6500,0.2900,0.2900
-0.5600,-2.6500,0.2900,0.2900
-0.5500,-2.6500,0.2885,0.2885
-0.5400,-2.6500,0.2864,0.2864
-0.5300,-2.6500,0.2845,0.2845
-0.5200,-2.6500,0.2826,0.2826
-0.5100,-2.6500,0.2809,0.2809
-0.5000,-2.6600,0.2800,0.2800
-0.4900,-2.6600,0.2800,0.2800
-0.4800,-2.6600,0.2800,0.2800
-0.4700,-2.6600,0.2800,0.2800
-0.4600,-2.6600,0.2800,0.2800
-0.4500,-2.6600,0.2793,0.2793
-0.4400,-2.6600,0.2778,0.2778
-0.4300,-2.6600,0.2765,0.2765
-0.4200,-2.6600,0.2752,0.2752
-0.4100,-2.6600,0.2737,0.2737
-0.4000,-2.6600,0.2713,0.2713
-0.3900,-2.6600,0.2690,0.2690
-0.3800,-2.6600,0.2669,0.2669
-0.3700,-2.6600,0.2649,0.2649
-0.3600,-2.6600,0.2630,0.2630
-0.3500,-2.6700,0.2700,0.2700
-0.3400,-2.6700,0.2690,0.2690
-0.3300,-2.6700,0.2666,0.2666
-0.3200,-2.6700,0.2640,0.2640
-0.3100,-2.6700,0.2616,0.2616
-0.3000,-2.6700,0.2593,0.2593
-0.2900,-2.6800,0.2600,0.2600
-0.2800,-2.6800,0.2600,0.2600
-0.2700,-2.6800,0.2600,0.2600
-0.2600,-2.6800,0.2600,0.2600
-0.2500,-2.6900,0.2500,0.2500
-0.2400,-2.6900,0.2500,0.2500
-0.2300,-2.6900,0.2500,0.2500
-0.2200,-2.6900,0.2500,0.2500
-0.2100,-2.6900,0.2500,0.2500
-0.2000,-2.6900,0.2500,0.2500
-0.1900,-2.6900,0.2500,0.2500
-0.1800,-2.6900,0.2500,0.2500
-0.1700,-2.6900,0.2500,0.2500
-0.1600,-2.6900,0.2500,0.2500
-0.1500,-2.7000,0.2400,0.2400
-0.1400,-2.7000,0.2400,0.2400
-0.1300,-2.7000,0.2400,0.2400
-0.1200,-2.7000,0.2400,0.2400
-0.1100,-2.7000,0.2400,0.2400
-0.1000,-2.7100,0.2300,0.2300
-0.0900,-2.7100,0.2300,0.2300
-0.0800,-2.7100,0.2300,0.2300
-0.0700,-2.7100,0.2300,0.2300
-0.0600,-2.7100,0.2300,0.2300
-0.0500,-2.7100,0.2300,0.2300
-0.0400,-2.7100,0.2300,0.2300
-0.0300,-2.7100,0.2300,0.2300
-0.0200,-2.7100,0.2300,0.2300
-0.0100,-2.7100,0.2300,0.2300
0.0000,-2.7100,0.2301,0.2301
0.0100,-2.7100,0.2303,0.2303
0.0200,-2.7200,0.2206,0.2206
0.0300,-2.7200,0.2211,0.2211
0.0400,-2.7200,0.2217,0.2217
0.0500,-2.7200,0.2225,0.2225
0.0600,-2.7200,0.2234,0.2234
0.0700,-2.7200,0.2244,0.2244
0.0800,-2.7200,0.2256,0.2256
0.0900,-2.7200,0.2269,0.2269
0.1000,-2.7200,0.2284,0.2284
0.1100,-2.7200,0.2299,0.2299
0.1200,-2.7200,0.2300,0.2300
0.1300,-2.7200,0.2300,0.2300
0.1400,-2.7300,0.2200,0.2200
0.1500,-2.7300,0.2200,0.2200
0.1600,-2.7300,0.2200,0.2200
0.1700,-2.7300,0.2200,0.2200
0.1800,-2.7300,0.2200,0.2200
0.1900,-2.7300,0.2200,0.2200
0.2000,-2.7300,0.2200,0.2200
0.2100,-2.7300,0.2200,0.2200
0.2200,-2.7300,0.2200,0.2200
0.2300,-2.7300,0.2200,0.2200
0.2400,-2.7300,0.2200,0.2200
0.2500,-2.7300,0.2200,0.2200
0.2600,-2.7300,0.2200,0.2200
0.2700,-2.7400,0.2100,0.2100
0.2800,-2.7400,0.2101,0.2101
0.2900,-2.7400,0.2103,0.2103
0.3000,-2.7400,0.2106,0.2106
0.3100,-2.7400,0.2111,0.2111
0.3200,-2.7400,0.2118,0.2118
0.3300,-2.7400,0.2125,0.2125
0.3400,-2.7400,0.2134,0.2134
0.3500,-2.7400,0.2145,0.2145
0.3600,-2.7400,0.2157,0.2157
0.3700,-2.7500,0.2071,0.2071
0.3800,-2.7500,0.2086,0.2086
0.3900,-2.7500,0.2100,0.2100
0.4000,-2.7500,0.2100,0.2100
0.4100,-2.7500,0.2100,0.2100
0.4200,-2.7500,0.2100,0.2100
0.4300,-2.7500,0.2100,0.2100
0.4400,-2.7500,0.2100,0.2100
0.4500,-2.7500,0.2100,0.2100
0.4600,-2.7500,0.2100,0.2100
0.4700,-2.7500,0.2100,0.2100
0.4800,-2.7500,0.2100,0.2100
0.4900,-2.7600,0.2000,0.2000
0.5000,-2.7600,0.2000,0.2000
0.5100,-2.7600,0.2000,0.2000
0.5200,-2.7600,0.2000,0.2000
0.5300,-2.7600,0.2000,0.2000
0.5400,-2.7600,0.2000,0.2000
0.5500,-2.7600,0.2000,0.2000
0.5600,-2.7700,0.1900,0.1900
0.5700,-2.7700,0.1900,0.1900
0.5800,-2.7700,0.1900,0.1900
0.5900,-2.7700,0.1900,0.1900
0.6000,-2.7700,0.1900,0.1900
