# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.1240,0.1560,0.8044,0.8044
-0.1120,0.1560,0.8041,0.8041
-0.1000,0.1560,0.8040,0.8040
-0.0880,0.1560,0.8040,0.8040
-0.0760,0.1680,0.8160,0.8160
-0.0640,0.1680,0.8160,0.8160
-0.0520,0.1680,0.8148,0.8148
-0.0400,0.1800,0.8248,0.8248
-0.0280,0.1800,0.8231,0.8231
-0.0160,0.1800,0.8216,0.8216
-0.0040,0.1800,0.8203,0.8203
0.0080,0.1800,0.8192,0.8192
0.0200,0.1920,0.8266,0.8266
0.0320,0.1920,0.8294,0.8294
0.0440,0.1920,0.8288,0.8288
0.0560,0.1920,0.8283,0.8283
0.0680,0.1920,0.8281,0.8281
0.0800,0.1920,0.8280,0.8280
0.0920,0.1920,0.8280,0.8280
0.1040,0.1920,0.8280,0.8280
0.1160,0.1920,0.8280,0.8280
0.1280,0.1920,0.8280,0.8280
0.1400,0.1920,0.8280,0.8280
0.1520,0.1920,0.8280,0.8280
0.1640,0.1920,0.8280,0.8280
0.1760,0.1920,0.8280,0.8280
0.1880,0.2040,0.8400,0.8400
0.2000,0.2040,0.8400,0.8400
0.2120,0.2040,0.8400,0.8400
0.2240,0.2040,0.8400,0.8400
0.2360,0.2040,0.8400,0.8400
0.2480,0.2040,0.8400,0.8400
0.2600,0.2040,0.8400,0.8400
0.2720,0.2040,0.8400,0.8400
0.2840,0.2040,0.8400,0.8400
0.2960,0.2040,0.8385,0.8385
0.3080,0.2040,0.8367,0.8367
0.3200,0.2040,0.8348,0.8348
0.3320,0.2040,0.8311,0.8311
0.3440,0.2040,0.8276,0.8276
0.3560,0.2040,0.8242,0.8242
0.3680,0.2040,0.8209,0.8209
0.3800,0.2040,0.8179,0.8179
0.3920,0.2040,0.8149,0.8149
0.4040,0.2040,0.8122,0.8122
0.4160,0.2040,0.8096,0.8096
0.4280,0.2040,0.8072,0.8072
0.4400,0.2040,0.8050,0.8050
0.4520,0.2040,0.8029,0.8029
0.4640,0.2040,0.8010,0.8010
0.4760,0.2040,0.7993,0.7993
0.4880,0.2040,0.7978,0.7978
0.5000,0.2040,0.7964,0.7964
0.5120,0.2040,0.7953,0.7953
0.5240,0.2160,0.8062,0.8062
0.5360,0.2160,0.8054,0.8054
0.5480,0.2160,0.8048,0.8048
0.5600,0.2160,0.8044,0.8044
0.5720,0.2160,0.8041,0.8041
0.5840,0.2160,0.8040,0.8040
0.5960,0.2160,0.8040,0.8040
0.6080,0.2160,0.8040,0.8040
0.6200,0.2160,0.8040,0.8040
0.6320,0.2160,0.8040,0.8040
0.6440,0.2160,0.8040,0.8040
0.6560,0.2160,0.8040,0.8040
0.6680,0.2280,0.8160,0.8160
0.6800,0.2280,0.8160,0.8160
0.6920,0.2280,0.8160,0.8160
0.7040,0.2280,0.8160,0.8160
0.7160,0.2280,0.8160,0.8160
0.7280,0.2280,0.8160,0.8160
0.7400,0.2280,0.8160,0.8160
0.7520,0.2280,0.8160,0.8160
0.7640,0.2280,0.8160,0.8160
0.7760,0.2280,0.8160,0.8160
0.7880,0.2280,0.8160,0.8160
0.8000,0.2280,0.8160,0.8160
0.8120,0.2280,0.8160,0.8160
0.8240,0.2280,0.8160,0.8160
0.8360,0.2280,0.8160,0.8160
0.8480,0.2280,0.8160,0.8160
0.8600,0.2280,0.8160,0.8160
0.8720,0.2280,0.8160,0.8160
0.8840,0.2280,0.8160,0.8160
0.8960,0.2280,0.8160,0.8160
0.9080,0.2160,0.8040,0.8040
0.9200,0.2160,0.8040,0.8040
0.9320,0.2160,0.8040,0.8040
0.9440,0.2160,0.8040,0.8040
0.9560,0.2160,0.8040,0.8040
0.9680,0.2160,0.8040,0.8040
0.9800,0.2160,0.8040,0.8040
0.9920,0.2160,0.8040,0.8040
1.0040,0.2160,0.8040,0.8040
1.0160,0.2160,0.8040,0.8040
1.0280,0.2040,0.7920,0.7920
1.0400,0.2040,0.7920,0.7920
1.0520,0.2040,0.7920,0.7920
1.0640,0.2040,0.7920,0.7920
1.0760,0.2040,0.7920,0.7920
1.0880,0.2040,0.7920,0.7920
1.1000,0.2040,0.7920,0.7920
1.1120,0.2040,0.7920,0.7920
1.1240,0.2040,0.7920,0.7920
1.1360,0.2040,0.7920,0.7920
1.1480,0.2040,0.7920,0.7920
1.1600,0.2040,0.7920,0.7920
1.1720,0.2040,0.7920,0.7920
1.1840,0.2040,0.7920,0.7920
1.1960,0.2040,0.7920,0.7920
1.2080,0.2040,0.7920,0.7920
1.2200,0.2040,0.7920,0.7920
1.2320,0.2040,0.7920,0.7920
1.2440,0.2040,0.7920,0.7920
1.2560,0.2040,0.7920,0.7920
1.2680,0.2040,0.7920,0.7920
1.2800,0.2040,0.7920,0.7920
1.2920,0.2040,0.7920,0.7920
1.3040,0.2040,0.7920,0.7920
1.3160,0.2040,0.7920,0.7920
1.3280,0.2040,0.7920,0.7920
1.3400,0.2040,0.7920,0.7920
1.3520,0.2040,0.7920,0.7920
1.3640,0.2040,0.7920,0.7920
1.3760,0.2040,0.7920,0.7920
1.3880,0.2040,0.7920,0.7920
1.4000,0.2040,0.7920,0.7920
1.4120,0.2040,0.7920,0.7920
1.4240,0.2040,0.7920,0.7920
1.4360,0.2040,0.7920,0.7920
1.4480,0.1920,0.7801,0.7801
1.4600,0.1920,0.7804,0.7804
1.4720,0.1920,0.7808,0.7808
1.4840,0.1920,0.7815,0.7815
1.4960,0.1920,0.7823,0.7823
1.5080,0.1920,0.7833,0.7833
1.5200,0.1920,0.7845,0.7845
1.5320,0.1920,0.7859,0.7859
