# x_m,y_m,w_tr_right_m,w_tr_left_m
1.4160,-5.3210,0.8491,0.8491
1.4250,-5.3120,0.8394,0.8394
1.4340,-5.3120,0.8387,0.8387
1.4430,-5.3120,0.8382,0.8382
1.4520,-5.3120,0.8378,0.8378
1.4610,-5.3120,0.8374,0.8374
1.4700,-5.3120,0.8372,0.8372
1.4790,-5.3120,0.8370,0.8370
1.4880,-5.3120,0.8370,0.8370
1.4970,-5.3120,0.8370,0.8370
1.5060,-5.3120,0.8372,0.8372
1.5150,-5.3120,0.8374,0.8374
1.5240,-5.3120,0.8378,0.8378
1.5330,-5.3120,0.8382,0.8382
1.5420,-5.3120,0.8387,0.8387
1.5510,-5.3030,0.8304,0.8304
1.5600,-5.3030,0.8311,0.8311
1.5690,-5.3030,0.8320,0.8320
1.5780,-5.3030,0.8329,0.8329
1.5870,-5.3030,0.8339,0.8339
1.5960,-5.3030,0.8350,0.8350
1.6050,-5.3030,0.8362,0.8362
1.6140,-5.3030,0.8375,0.8375
1.6230,-5.3030,0.8389,0.8389
1.6320,-5.3030,0.8404,0.8404
1.6410,-5.3030,0.8420,0.8420
1.6500,-5.3030,0.8437,0.8437
1.6590,-5.3030,0.8455,0.8455
1.6680,-5.3030,0.8473,0.8473
1.6770,-5.3030,0.8493,0.8493
1.6860,-5.3030,0.8513,0.8513
1.6950,-5.3030,0.8535,0.8535
1.7040,-5.3030,0.8557,0.8557
1.7130,-5.3030,0.8580,0.8580
1.7220,-5.3030,0.8604,0.8604
1.7310,-5.3030,0.8629,0.8629
1.7400,-5.3030,0.8640,0.8640
1.7490,-5.3030,0.8640,0.8640
1.7580,-5.3030,0.8640,0.8640
1.7670,-5.3030,0.8640,0.8640
1.7760,-5.3030,0.8640,0.8640
1.7850,-5.3030,0.8640,0.8640
1.7940,-5.3030,0.8640,0.8640
1.8030,-5.3030,0.8640,0.8640
1.8120,-5.3030,0.8640,0.8640
1.8210,-5.3030,0.8640,0.8640
1.8300,-5.3030,0.8630,0.8630
1.8390,-5.3030,0.8618,0.8618
1.8480,-5.3030,0.8607,0.8607
1.8570,-5.3030,0.8597,0.8597
1.8660,-5.2940,0.8678,0.8678
1.8750,-5.2940,0.8670,0.8670
1.8840,-5.2940,0.8663,0.8663
1.8930,-5.2940,0.8657,0.8657
1.9020,-5.2940,0.8652,0.8652
1.9110,-5.2940,0.8647,0.8647
1.9200,-5.2850,0.8734,0.8734
1.9290,-5.2850,0.8732,0.8732
1.9380,-5.2850,0.8730,0.8730
1.9470,-5.2850,0.8730,0.8730
1.9560,-5.2850,0.8730,0.8730
1.9650,-5.2760,0.8820,0.8820
1.9740,-5.2760,0.8820,0.8820
1.9830,-5.2760,0.8820,0.8820
1.9920,-5.2760,0.8808,0.8808
2.0010,-5.2760,0.8791,0.8791
2.0100,-5.2760,0.8774,0.8774
2.0190,-5.2670,0.8848,0.8848
2.0280,-5.2670,0.8834,0.8834
2.0370,-5.2670,0.8820,0.8820
2.0460,-5.2670,0.8808,0.8808
2.0550,-5.2670,0.8797,0.8797
2.0640,-5.2670,0.8786,0.8786
2.0730,-5.2580,0.8866,0.8866
2.0820,-5.2580,0.8857,0.8857
2.0910,-5.2580,0.8848,0.8848
2.1000,-5.2580,0.8834,0.8834
2.1090,-5.2490,0.8910,0.8910
2.1180,-5.2490,0.8897,0.8897
2.1270,-5.2400,0.8848,0.8848
2.1360,-5.2400,0.8863,0.8863
2.1450,-5.2310,0.8791,0.8791
2.1540,-5.2310,0.8808,0.8808
2.1630,-5.2310,0.8824,0.8824
2.1720,-5.2220,0.8737,0.8737
2.1810,-5.2220,0.8742,0.8742
2.1900,-5.2130,0.8657,0.8657
2.1990,-5.2040,0.8573,0.8573
2.2080,-5.2040,0.8580,0.8580
2.2170,-5.1950,0.8499,0.8499
2.2260,-5.1860,0.8418,0.8418
2.2350,-5.1770,0.8339,0.8339
2.2440,-5.1680,0.8261,0.8261
2.2530,-5.1590,0.8184,0.8184
2.2620,-5.1500,0.8108,0.8108
2.2710,-5.1410,0.8034,0.8034
2.2800,-5.1320,0.7961,0.7961
2.2890,-5.1320,0.7978,0.7978
2.2980,-5.1230,0.7908,0.7908
2.3070,-5.1140,0.7839,0.7839
2.3160,-5.1050,0.7771,0.7771
2.3250,-5.0960,0.7705,0.7705
2.3340,-5.0870,0.7641,0.7641
2.3430,-5.0780,0.7578,0.7578
2.3520,-5.0690,0.7517,0.7517
2.3610,-5.0690,0.7543,0.7543
2.3700,-5.0600,0.7485,0.7485
2.3790,-5.0600,0.7514,0.7514
2.3880,-5.0510,0.7459,0.7459
2.3970,-5.0510,0.7489,0.7489
2.4060,-5.0510,0.7519,0.7519
2.4150,-5.0420,0.7449,0.7449
2.4240,-5.0420,0.7468,0.7468
2.4330,-5.0330,0.7400,0.7400
2.4420,-5.0330,0.7422,0.7422
2.4510,-5.0330,0.7444,0.7444
2.4600,-5.0240,0.7381,0.7381
2.4690,-5.0240,0.7405,0.7405
2.4780,-5.0150,0.7345,0.7345
2.4870,-5.0150,0.7372,0.7372
2.4960,-5.0060,0.7314,0.7314
2.5050,-4.9970,0.7259,0.7259
2.5140,-4.9880,0.7205,0.7205
2.5230,-4.9880,0.7237,0.7237
2.5320,-4.9880,0.7270,0.7270
2.5410,-4.9790,0.7221,0.7221
2.5500,-4.9790,0.7256,0.7256
2.5590,-4.9700,0.7210,0.7210
2.5680,-4.9700,0.7248,0.7248
2.5770,-4.9610,0.7205,0.7205
2.5860,-4.9610,0.7237,0.7237
2.5950,-4.9610,0.7270,0.7270
2.6040,-4.9520,0.7221,0.7221
2.6130,-4.9430,0.7174,0.7174
2.6220,-4.9430,0.7210,0.7210
2.6310,-4.9340,0.7166,0.7166
2.6400,-4.9340,0.7205,0.7205
2.6490,-4.9250,0.7153,0.7153
2.6580,-4.9160,0.7103,0.7103
2.6670,-4.9160,0.7138,0.7138
2.6760,-4.9070,0.7091,0.7091
2.6850,-4.9070,0.7128,0.7128
2.6940,-4.9070,0.7166,0.7166
2.7030,-4.9070,0.7205,0.7205
