# x_m,y_m,w_tr_right_m,w_tr_left_m
4.4400,-3.1720,0.5047,0.5047
4.4400,-3.1600,0.5086,0.5086
4.4400,-3.1480,0.5126,0.5126
4.4520,-3.1360,0.5059,0.5059
4.4520,-3.1240,0.5105,0.5105
4.4640,-3.1120,0.5046,0.5046
4.4640,-3.1000,0.5098,0.5098
4.4760,-3.0880,0.5047,0.5047
4.4760,-3.0760,0.5105,0.5105
4.4760,-3.0640,0.5166,0.5166
4.4880,-3.0520,0.5126,0.5126
4.4880,-3.0400,0.5192,0.5192
4.5000,-3.0280,0.5161,0.5161
4.5000,-3.0160,0.5166,0.5166
4.5000,-3.0040,0.5105,0.5105
4.5120,-2.9920,0.5153,0.5153
4.5240,-2.9800,0.5206,0.5206
4.5240,-2.9680,0.5153,0.5153
4.5360,-2.9560,0.5206,0.5206
4.5360,-2.9440,0.5153,0.5153
4.5480,-2.9320,0.5206,0.5206
4.5600,-2.9200,0.5260,0.5260
4.5720,-2.9080,0.5292,0.5292
4.5720,-2.8960,0.5228,0.5228
4.5840,-2.8840,0.5269,0.5269
4.5960,-2.8720,0.5315,0.5315
4.6080,-2.8600,0.5367,0.5367
4.6080,-2.8480,0.5314,0.5314
4.6200,-2.8360,0.5373,0.5373
4.6320,-2.8240,0.5437,0.5437
4.6320,-2.8120,0.5393,0.5393
4.6440,-2.8000,0.5465,0.5465
4.6560,-2.7880,0.5528,0.5528
4.6680,-2.7760,0.5582,0.5582
4.6800,-2.7640,0.5635,0.5635
4.6920,-2.7520,0.5691,0.5691
4.7040,-2.7400,0.5751,0.5751
4.7160,-2.7280,0.5805,0.5805
4.7280,-2.7160,0.5852,0.5852
4.7400,-2.7160,0.5826,0.5826
4.7520,-2.7040,0.5865,0.5865
4.7640,-2.6920,0.5909,0.5909
4.7760,-2.6800,0.5958,0.5958
4.7760,-2.6680,0.6064,0.6064
4.7880,-2.6560,0.6119,0.6119
4.7880,-2.6440,0.6073,0.6073
4.8000,-2.6320,0.6120,0.6120
4.8000,-2.6200,0.6064,0.6064
4.8120,-2.6080,0.6119,0.6119
4.8240,-2.5960,0.6172,0.6172
4.8240,-2.5840,0.6119,0.6119
4.8360,-2.5720,0.6172,0.6172
4.8360,-2.5600,0.6119,0.6119
4.8480,-2.5480,0.6177,0.6177
4.8480,-2.5360,0.6129,0.6129
4.8600,-2.5240,0.6195,0.6195
4.8600,-2.5120,0.6152,0.6152
4.8600,-2.5000,0.6111,0.6111
4.8720,-2.4880,0.6186,0.6186
4.8720,-2.4760,0.6149,0.6149
4.8720,-2.4640,0.6115,0.6115
4.8840,-2.4520,0.6195,0.6195
4.8960,-2.4400,0.6264,0.6264
4.9080,-2.4280,0.6333,0.6333
4.9080,-2.4160,0.6279,0.6279
4.9200,-2.4040,0.6336,0.6336
4.9200,-2.3920,0.6287,0.6287
4.9200,-2.3800,0.6240,0.6240
4.9320,-2.3680,0.6307,0.6307
4.9320,-2.3560,0.6264,0.6264
4.9440,-2.3440,0.6337,0.6337
4.9440,-2.3320,0.6300,0.6300
4.9560,-2.3200,0.6379,0.6379
4.9560,-2.3080,0.6346,0.6346
4.9680,-2.2960,0.6360,0.6360
4.9680,-2.2840,0.6361,0.6361
4.9680,-2.2720,0.6365,0.6365
4.9800,-2.2600,0.6250,0.6250
4.9800,-2.2480,0.6258,0.6258
4.9800,-2.2360,0.6269,0.6269
